image_id_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
403,1.7559633,-0.719964,-1.6754242,0.17297065,-0.17097704,-0.7397935,0.084625304,-1.0162216,0.15346959,0.978999,-1.0524222,0.103471674,-1.1289415,-1.0753053,0.48216152,0.029712714,0.28453642,1.2518661,1.1752768,-1.6036707,-2.0850997,0.41388652,-1.2789464,-0.11595739,1.6901045,1.6331538,1.0053543,-0.008045778,-1.2796476,-0.02545664,0.7390368,2.1903696,-0.5212341,0.23729283,-0.49079043,-0.52665365,0.41058397,1.8908441,0.3616035,0.33592546,0.46727633,0.7847179,-0.43488905,0.013855994,-0.14356025,-0.5048657,0.42955184,0.322185,1.398317,0.5935283,0.15358368,-0.59214723,0.23370373,-0.10322965,1.7157444,-0.09319175,-0.13083595,0.18729116,0.3134469,-0.99663067,-0.09701349,-1.2994349,-1.1399012,0.96548766,2.3793344,0.62308425,-0.3017297,0.57697403,-0.3414737,0.36316815,0.0933944,-1.0523098,0.7955839,-0.10048233,-0.11378798,-1.0109504,-1.2514243,0.4811629,-1.023193,-0.024212584,-0.55444443,-0.9709766,0.20018944,1.8771294,-0.3873464,-0.07709236,-0.13466491,-0.6138654,-0.7917719,0.8776438,0.8601787,-1.2466524,-0.9917697,-1.8286835,0.30174652,-0.5803845,0.20470616,0.65958947,-0.049409255,-0.33636364,-1.0664197,1.1966423,-0.66368884,-2.1437974,-0.38928252,0.49563336,-0.95475554,0.7174202,0.18881801,-1.2370822,-1.404608,0.9925512,-0.5956607,-0.16496766,0.97124326,0.72493494,-1.5255183,-0.5641235,1.2187365,0.7794429,0.52353543,-1.3790213,0.08240114,1.0606507,0.40121645,-1.8305808,0.18613146,0.13916622
404,1.0153444,-0.7962351,0.9044029,-1.4379842,-0.56998396,-2.242531,0.21651904,-0.99954826,-0.99543965,1.4222207,-0.76044905,-0.7156051,-1.4340774,-1.2951547,1.2607186,0.99381596,-0.00912638,0.09788133,0.88498986,-1.3115422,-0.05142832,-1.4543209,-1.2590432,1.3320817,0.6687028,0.5661107,0.03587073,0.6287916,-0.43173134,1.8571389,0.42806995,0.685635,-1.5734268,-0.58964145,0.5392718,-0.86917895,-0.2900831,0.62694097,1.7516196,1.4373535,1.2135725,0.5374864,-0.29899302,0.5114134,0.39595887,1.1305612,0.5258705,0.5713209,-0.30179465,-0.06398416,-1.2672576,-0.398624,1.1047312,0.19341205,-0.026797093,-1.1201843,1.627211,1.2312659,0.35112447,0.15716282,1.103284,-1.4504226,-0.7844006,0.9432261,0.56256604,0.6675029,1.0908045,-0.95603114,1.0873299,0.4566849,-0.46162978,0.23841187,0.61164486,-0.2525661,-1.8097799,-1.0811347,-0.25378874,1.5130908,-0.10894905,-0.26298007,-1.2519222,-2.1984713,0.9613918,-0.51255697,-0.35349095,-1.5247235,0.08809575,-1.738539,-1.2915951,1.1523786,1.4925044,-0.4069699,-1.3250532,0.33491725,0.6610165,-1.1120737,1.0774176,0.125616,-0.9560397,-0.37235618,-0.6685374,1.7663101,0.38887748,-0.40349263,-0.15371415,0.50946903,-1.4438485,0.74042463,-1.0033433,0.6440373,-0.56134623,-0.1244607,1.0992504,-0.6115448,-0.49150443,0.39935595,0.38671693,0.01611749,-0.18850583,-0.3065092,0.6933452,0.22854719,-0.56995296,-1.1551939,-0.55723685,-1.8988258,-0.81032306,-1.8731133
405,1.1851132,0.34184942,-0.02295412,-0.15629932,0.6167192,-1.7798053,0.34049875,0.5837284,-0.6806317,-0.12888396,0.7754678,-1.1132718,-0.74926084,-1.0804005,0.22119641,-0.26844686,-0.018376648,0.010715522,-0.6617419,-0.32896492,-0.8714402,0.69430524,-0.9605823,-0.2548029,0.27080825,-0.071617074,0.044673845,1.0010304,-0.67780906,0.9896587,-0.026564732,1.8345296,0.26453057,0.041300125,0.9987641,-1.2085701,-0.7915959,0.6317236,0.34878346,0.02785574,0.38192663,0.36640674,-1.0948671,0.7040391,-0.2031606,-0.27642095,0.46360567,0.1385049,0.3994618,-0.50349534,1.4309633,0.46150297,1.0065928,-1.6455395,0.52558744,0.14601277,1.5175761,0.08116934,-0.9161944,-1.2557433,0.77943766,0.06879534,-1.0445017,1.7663318,1.3596941,-0.19426851,0.68027323,-0.95421994,1.3328112,-0.22535832,-0.13982138,-1.8913345,-0.8062797,0.0343329,-0.9669296,-0.122677684,-0.5264678,1.0309913,-0.170062,-0.99425316,1.7113873,-0.4327663,0.63253486,1.2424804,0.82447666,-1.3541919,0.9995412,-1.3176615,-1.7952678,0.18508801,-0.35258713,0.64786965,-1.3629038,0.4408693,0.46906313,-0.56895864,1.4364327,-1.3401759,-0.6340187,-0.55720097,-2.693661,0.4321675,-1.4346255,-0.37862527,0.044629492,1.0060709,0.1841797,0.27867866,-0.32619023,0.1536468,-1.5308672,0.5990947,-0.17643216,0.44834816,-0.21782954,1.4173752,-0.28783852,-1.1031623,0.11610977,-0.3527144,0.30666247,0.06294606,-1.0174283,0.5229444,1.0713077,-1.7002352,-2.2345269,-1.2287196
406,0.23478878,-1.2004371,0.39567468,-0.17853013,0.68218595,-1.195392,-1.4979776,0.06463955,-0.48339957,-0.6149487,0.11558417,-0.12807524,-1.6780572,-1.4868916,-1.1706873,0.91959167,0.96379006,0.95738256,0.6735755,0.32382518,-0.8876723,-0.11470011,-0.8731779,-0.90717703,-0.35341516,0.17177223,-1.4276428,1.6235251,-0.51994884,1.2186006,1.5148209,-0.8151177,-0.4406814,-0.52719223,-0.8295328,1.2650498,0.018260956,0.774388,-0.7667349,1.1413598,-0.5126193,0.82574624,0.41687885,1.0832676,0.79495484,-0.26821798,-0.37781587,3.0390244,-0.33634406,1.3343431,0.7963329,0.7306935,1.3785968,0.39237565,-0.4183124,0.82789445,0.07506195,0.95415735,0.23325928,0.97654593,0.15261883,-0.37264955,-0.87768435,3.571813,1.1730187,0.4123447,0.199213,-1.0965881,0.08602606,-0.16949545,0.07554801,-2.0074182,-0.16185762,-0.30796653,0.5511105,0.36884877,-0.5575298,1.6979806,-1.0191027,-0.122414395,-1.3437603,-0.6410072,0.9401101,0.43227518,-0.08583761,-1.567169,-0.23449796,-0.24939243,-0.58892584,0.025045158,-0.16574669,-0.3061178,-1.102669,-0.08261991,0.57770157,-1.0979198,-0.8482287,-2.7013013,-0.46006566,0.4046451,0.8649016,1.9907665,-0.032984003,-0.8393586,-1.1039509,0.10291958,-0.010583693,-0.0044834614,0.2672649,-2.2113247,-0.13145337,0.68359774,-0.22281405,1.7530596,0.818725,0.6947266,1.002808,0.35997617,-1.6693335,-0.24487749,1.3635437,-1.4168665,-0.082896605,-1.3899559,-0.24106856,-2.5741596,0.37882507,-0.68747705
407,1.2165445,-0.84014237,-1.1994693,-0.0937789,0.7462212,-0.43638912,-0.99231756,0.7196343,1.2504377,-0.2787076,-2.2331247,-0.8208934,-0.31041658,0.682106,-0.44133404,0.2900796,-0.0019245967,0.7686153,-0.75126916,-0.549687,-0.8960936,1.5326223,-1.3011546,-0.19309795,1.1607103,1.2919763,-0.15987766,0.66012937,-0.80721843,-0.7861056,0.64494586,0.7477339,0.34691486,-0.74729663,-0.67348444,0.15539098,-0.8805526,-0.15244067,0.40269148,0.3809989,-0.0014327001,0.1398194,0.5812826,-0.7566077,-0.07141467,-0.38758063,0.026166521,0.6486113,-1.3410945,0.55148304,0.6791423,0.10508025,-0.46087226,-0.74424446,1.2277161,-0.43991187,0.8553165,-1.2639596,1.1439288,-1.1363664,-0.06300449,-0.6705447,-0.26528072,2.1886187,1.2902195,-0.8352985,-0.69789505,-0.4438904,-0.25554296,-2.2660031,-1.4616385,-1.2012242,0.869699,-1.7314553,0.3809352,-0.12240094,-0.80840707,0.12847279,0.74458635,-1.432909,-0.042711142,-0.4335503,-0.081078395,1.8876451,0.40035692,-1.3144606,0.29675886,0.23008655,0.35432532,1.6567984,0.97853047,0.2201201,-0.9417104,-1.3515486,-0.5794796,0.02179044,0.54239273,-1.1198816,-0.4021761,-0.18086594,0.018121079,1.5633383,-0.66627866,-1.8519808,-0.17448348,-0.96816915,-1.1743953,0.61657643,0.28922233,-0.6632328,0.29189652,0.70060974,0.15611362,0.92148346,1.38853,-0.1871809,-0.2930668,1.5427407,1.4077461,-0.48735446,0.27839255,-0.17001662,-0.41290808,1.5103408,0.84809816,-2.711003,-0.09590187,-0.82602996
408,0.8302449,-0.20789964,-0.73558384,0.6096598,-0.66102433,-2.076181,-0.48611346,1.0271493,-0.4167291,-0.8626787,-1.0990518,-0.6735469,-0.16788897,0.65022814,0.28102425,-0.11645229,0.12241921,1.264619,1.1044049,-0.30087027,-2.4473958,0.5755492,-2.0928123,1.1454148,0.43529567,1.2389328,-0.8575449,-0.07170305,0.11771278,-1.0233132,0.6980765,1.1953188,0.07492046,0.8081658,-0.5784131,-0.46278036,0.9114166,-0.19043699,-0.39712572,0.5110149,-0.53288084,0.75581,0.52084947,0.79441214,-2.2003398,-0.69416565,0.32550937,1.8103474,0.43742293,0.88372445,2.046456,0.54545283,-0.42412323,1.4987477,1.2750021,0.039276022,0.09248559,0.3377013,-0.45936263,0.78600633,-1.4504334,-1.3159178,-0.2938697,2.1527414,2.9908254,0.105200954,-0.62910426,0.63766795,-0.2900669,0.9865488,0.6930969,-1.8404078,0.4679532,0.293235,-0.51851505,-0.51128834,-0.88180983,-0.13571623,-1.0907161,-0.5906235,0.5748154,-0.99300444,0.65369666,1.0205745,0.32293424,-0.6725507,-1.318386,-0.5279735,-1.0616846,0.15761009,1.148936,-0.825512,-1.6149775,-2.4418528,-1.475149,0.35803106,0.14789246,-0.5547267,0.53391224,-0.9803774,-1.6048801,1.898031,-0.08455956,-0.4413112,-1.2951769,-0.26908618,-0.77656007,0.00021062046,0.2284112,-1.9463843,-1.5213559,0.18781535,0.016767643,-0.30509245,1.1321819,-1.4343169,1.1245557,-0.9778677,1.5873672,0.13055724,0.26983526,-2.125996,0.11657233,0.010075237,0.2680409,-1.0167416,0.14271668,0.8277604
409,1.8632511,0.31155735,-0.94989055,-1.241398,-0.8358229,-1.1964588,-1.0193952,-1.5140064,-0.6624662,0.8233745,0.5874963,-0.30499774,-1.0961024,-0.6427069,0.97355783,0.05266145,1.6964802,1.1632344,0.05071301,-0.9539095,0.2549178,-0.6650248,0.63422155,0.22263846,2.6125226,0.7384685,-0.6211897,1.5428847,-0.17053176,-0.94401115,0.62067676,1.7006522,0.06746458,0.97112644,1.2161961,-0.30579647,1.2622674,0.8951336,0.5533106,0.12873873,0.13401361,0.79451674,0.38399905,-0.8689031,-0.5799713,-0.12484309,-0.14342323,-0.7739723,0.09632,-0.25050923,-0.21210428,-1.6012626,-0.5941711,-0.5671966,0.6063174,2.5203538,1.902586,0.30144802,0.018414924,-1.9641209,1.244796,0.4764644,-0.6493679,2.261766,0.35282207,0.5220093,0.4784888,-0.8275006,1.4141488,-0.5389211,0.31247336,-0.3203581,1.0013013,0.15167591,0.24121822,-0.92618376,0.22741497,-1.3369931,-0.5452698,-1.6612225,0.73143554,-0.43997753,-0.020658148,1.4610726,1.0522974,-0.9088514,1.0505329,-0.9203901,-0.50203395,1.9148842,-0.91052264,-0.9797526,-0.48993647,-0.29770684,0.5726095,-0.5934266,1.1766914,-0.08356216,-0.74977076,-0.90625286,-1.3979682,1.0318941,-0.34065154,-1.6421283,1.6566598,0.4508049,-0.10032721,0.14139745,0.4957806,-0.9196559,-0.5845393,1.6673447,-0.07537259,0.4629126,0.53784734,0.8074515,-0.06243789,0.3819142,1.2079147,0.35779712,0.7781753,-0.18740997,1.0864207,0.92052084,0.8009305,-1.4335644,-0.03941243,-0.46351948
410,0.52513844,-1.8501737,-1.8440223,-0.3766426,0.6845334,-3.1634133,-1.0068301,-0.30107507,0.6175559,-0.35022825,0.9128759,-0.006408071,0.14543913,-1.1551274,0.8453001,0.92932063,0.15398055,0.071247235,-0.22012448,-0.21181308,-1.5311313,0.92439824,-0.6978594,1.7079741,0.700056,0.582988,1.7327714,0.4553035,-0.7231875,-0.41939494,0.17202213,1.00278,0.9417257,0.2765727,-0.6715338,1.9822941,-1.5880027,0.104596235,-0.17942795,-0.4524048,0.0075371377,0.5633418,0.62469053,-0.38960704,-1.2660924,-0.2723649,1.0455686,-1.1551365,-0.8240192,0.9070848,2.0862138,-0.71328586,0.6938783,-1.4159647,1.7173035,-0.89423895,-1.7878137,0.8511791,0.27332878,-0.9135123,0.45399368,-1.16354,-1.0666703,0.2653302,2.8715253,-0.44337183,-0.61915475,0.057106655,-0.078667216,0.11309026,0.13830587,-2.0973094,-0.12315181,-1.6753541,-0.6050352,-0.1048509,-0.023619428,0.5395096,0.058069803,-2.0075371,-0.4364865,0.2473399,0.98258805,2.612811,-0.118798606,-0.10690674,0.7302892,0.121850505,-0.14515984,-0.66101086,1.7981373,0.22917615,-0.50648206,0.2618733,0.38264382,-0.72053164,-0.07434682,-0.6200596,-0.718927,0.741905,-0.61015654,1.1270312,1.1766329,-1.3542354,-0.5080791,-0.54929405,0.661065,1.6876158,-1.0670209,-1.2846577,0.22922586,0.87234443,0.89583886,0.6389007,1.5072124,0.049159527,0.2624437,1.0695542,1.2907339,0.3459242,-0.34391284,-0.18470111,0.13765374,0.50149935,1.6409701,-2.5114074,-0.6107424,-0.40177733
411,1.3142564,-0.2750587,0.40256152,-1.5688219,-0.6729558,0.46375024,-0.985438,1.9433008,0.18587705,0.4148372,-1.2824447,-1.3232288,-1.8122311,1.4150988,0.10135259,-0.14618903,0.36378303,0.2713992,1.2237153,-1.3304809,-1.760882,0.38061967,-0.20220447,1.0963844,0.776428,-0.76396215,0.8038062,-0.21601233,-0.36416715,1.7368872,-0.12560181,0.8284795,1.1452869,0.04899796,0.05694244,-1.3779215,1.335806,1.528381,0.6242068,1.4454482,0.47400045,-0.6422491,-0.98051643,0.7484855,-0.4625275,-0.8397475,-0.04017377,-0.69674945,1.4610655,-0.59023297,0.07656793,-0.059923057,1.1537316,-1.1245829,-0.8969497,1.1341338,1.3519719,-0.5045772,-0.21797968,0.023623042,0.39634907,0.72814596,-0.6001903,2.2986717,1.0203521,-0.18941028,0.700207,1.0860727,0.57615906,-0.04150441,-1.1761862,0.28792676,1.2553387,-1.0701803,-0.016859613,-0.69131804,-0.44957617,-0.2787095,-1.2034376,-0.46172726,-0.4871387,-0.74552023,0.6791277,1.5210781,0.38593474,-1.1685809,0.9284441,-1.1887845,-1.5581416,1.0267231,0.37085944,-0.3477845,-2.4536605,-1.4223794,-0.43294904,-0.8235617,0.67051226,-1.2838316,-0.046112336,0.09076528,-1.4096265,2.0914848,-0.6467334,-0.43001854,0.40480435,0.25814116,-1.9761375,-0.79505014,0.30719346,-0.64337486,-0.6124668,-0.84312725,-0.89504623,0.6425032,-0.5950054,-0.31060427,0.3456426,0.027829863,0.73865294,0.049666774,0.71611136,-0.2511514,-1.1518699,0.65840185,-0.03018073,-2.017943,-0.9460729,0.0039185695
412,-0.093201905,-0.24272138,0.3057841,0.37421554,0.6309762,-1.6651919,-0.77454144,-1.9678966,-0.97471166,-1.4676799,0.1672687,0.9639215,0.6318962,-1.4323838,0.4311389,0.68076444,0.4450624,0.93585944,0.55891764,0.5697161,0.6281141,0.6958556,-1.1028789,0.1018527,-0.5524636,0.4610112,-2.0690732,1.2183219,0.5956233,0.2944416,1.487014,0.018958375,-1.0877601,0.03839562,0.50435376,-0.40423974,0.58664036,0.015774004,0.8884443,0.34084937,-0.678266,1.2778648,1.8333377,-0.32139826,-1.2459335,1.4885457,-0.7083016,0.72514474,-0.4803418,1.5710268,1.5101709,-0.34420353,0.11280063,0.13258868,0.7471758,0.6809445,-0.92440385,0.87956595,-0.20053953,-0.8555593,-0.5786623,-1.0059997,-0.15550002,1.3982816,-0.69997376,1.0512896,0.34795454,-1.2841928,-0.24308252,0.9004035,2.1212428,-1.6022738,0.3234255,0.041637734,-0.9520946,0.014796738,0.4625297,1.547745,-2.063141,-0.20156959,-0.42327797,-0.95533454,0.16371414,1.9890203,-0.01658415,-0.6461166,0.59620357,-0.8334061,-2.0341144,-1.4411744,1.6886935,-0.79386646,-0.5328202,-0.42663607,0.24539392,-0.6109273,1.2772143,-0.94939446,-0.43397215,-1.7815896,-1.4669143,0.9886643,1.604817,-0.112794444,-1.1596117,-0.479257,1.2376839,-0.37313056,-0.25219935,-0.52289575,0.4369653,-0.06618737,1.1518292,0.6710074,1.4478681,0.17473811,1.4712664,1.4235055,-1.4188343,-0.8608887,-0.37007993,-0.8099351,3.0197775,-0.9337454,-0.10471848,-1.5291184,-1.0959642,0.22896908
413,1.3504643,0.58357394,-1.4839238,-1.3398533,-0.49359208,-2.4790099,0.164964,-1.7121185,-0.57795286,0.0722156,0.88381606,-0.5230144,-0.08645881,-0.81591713,1.5996269,-0.34096503,1.8883206,0.20319365,0.64145744,-1.3281958,-1.3758119,-1.1566496,-0.27874836,1.447667,2.0895777,0.97338694,0.84492576,1.6937367,-1.2387409,-0.97433597,-0.103593215,1.9930966,-0.7107912,1.2703892,0.15749754,0.1315041,0.37754574,0.020073052,0.54035306,0.20904411,-0.78341883,0.9885602,0.84459233,0.8129538,-0.078429826,-0.46591002,-0.5847238,-0.8831824,1.7110823,0.0042984188,0.112501204,-1.6943722,-0.27912453,-0.17553821,-0.26670983,1.2775953,0.43163466,-0.0043879747,-0.703396,-0.998677,-0.8065828,0.99872893,-0.5600234,1.3015717,0.7607363,0.5909792,-0.31247216,-1.0506026,1.6269175,0.5506227,0.45342752,0.21099967,1.1611351,-1.1604139,-1.1738424,-1.195187,-0.13684075,-1.5569462,-0.55803627,-1.5594969,0.99107057,0.211536,-0.49307638,0.78993344,0.9796795,-0.49351516,0.23820408,-1.2660755,-0.5367888,1.4003717,1.4422877,-0.5296938,-1.2731917,-0.08997415,-0.0934314,0.54743695,0.26330358,-0.15273803,-1.5871253,-0.2663475,-0.048232876,0.9409995,1.6235154,-2.302563,0.2558654,0.35952032,-0.6491769,-0.23481655,-0.765872,-1.6541045,-0.8052389,1.0501871,-0.5006826,0.9926808,1.1030322,0.7179264,-0.22286575,0.11862067,1.6778742,1.6919891,0.46114933,-0.54062355,1.6807957,0.52919954,0.52220637,-2.2094226,1.6476889,-1.0307766
414,0.26817095,-0.20011254,0.20435692,0.09061604,2.370086,-1.2745881,-1.8937241,-0.26299864,-0.1510609,-0.9204035,1.2714181,-1.676494,-2.0324903,-0.6235113,-0.50987244,0.093253285,1.0186713,0.52350223,0.06978838,-0.57467544,-0.5810909,0.95260715,0.6878727,-0.35980043,0.067314014,0.021137998,-0.29530492,-0.20764726,1.5773191,0.61879975,0.4631516,0.6672776,-0.23426542,-0.26670504,0.10009965,-0.10223259,1.5530772,1.5486468,-0.5081491,-0.29522145,-0.00022827648,-0.55337435,-0.5615696,1.2235631,-1.3823026,0.35986334,-0.48005685,-0.281927,0.21397491,1.3943131,1.239576,-0.6076857,0.5648738,0.6818568,0.0964137,0.24656035,0.42687744,-1.3332802,-0.20314461,-0.6189516,0.13916317,-0.6484349,0.23050544,2.2423577,-1.0823035,1.0616027,-0.46454257,-0.626981,0.4799974,-0.61588836,-1.9544401,-2.1568599,-0.6718512,-0.07173047,0.35351714,1.5745364,-0.5169719,1.3667839,-0.8519565,-1.2825731,-0.87853247,0.8860817,-0.88144565,1.8187646,0.36197835,-0.48656544,0.52516377,-0.2806257,-1.5314184,0.18850453,0.80473936,0.8064111,-0.13197705,-1.5576118,0.4939355,-0.50040025,0.902272,-2.070608,-0.20448232,-2.2956455,-2.6939754,0.66712517,-0.08768444,-0.46698615,2.178933,0.086113386,0.14599079,1.1660645,0.5191261,-1.9907802,0.14276361,-1.43814,-0.19607934,0.90535975,-0.32357642,0.52371275,0.19348316,-0.449194,-0.9392123,0.28714418,-0.9988991,-1.1784753,-0.13298663,-0.12068012,0.5852232,-1.4513592,-1.5325733,-0.18859288
415,0.60598123,0.20286435,-2.159105,0.3348541,-0.90119845,0.2524441,-0.2116596,0.27030915,1.1419083,-0.71415114,0.20151609,0.7802946,0.28787225,-2.3381393,1.215557,-1.1216758,1.3639543,0.046671897,0.65341055,0.4180892,-0.6257272,-0.7717671,-2.4341416,0.04490028,-0.9128746,-0.1889166,0.12963286,0.436499,-0.2902053,-0.55410737,0.8698548,1.0784276,-0.30779028,-1.3313457,-1.0724,-0.9631076,-0.79042476,-0.47437954,0.0007328391,-0.36500677,0.21791235,0.551678,-0.5905845,-0.9602229,-0.395903,1.1336637,1.6335492,-0.51931953,-0.55469114,0.92267644,-0.4011292,-0.54196924,-0.07743982,0.5479661,0.52630424,0.410478,-0.6697836,-0.5514722,-0.01957466,-0.910032,-0.23478866,-0.45477104,0.8719045,0.95275813,1.8930023,0.6850277,0.71702987,-0.8492329,0.35565528,-1.3379114,0.5152293,-1.0890211,0.34848776,0.0774796,0.123214245,0.767757,-0.45400602,0.30307975,-0.8221991,0.45097774,-0.72466147,-0.83165514,-0.60786617,-0.8298883,1.7593484,-1.2338471,-0.5787714,-0.36551845,-0.6771302,1.1671969,0.6058508,-1.4811244,-0.61960363,0.34983757,-0.8118485,0.10452408,0.07458714,1.5631431,-0.6871091,-0.22118494,-0.4568504,0.89331716,2.8391528,0.3595864,-0.2805467,1.122003,-0.36307436,2.0447152,0.03177929,-0.24418998,-0.048197012,0.9807498,-1.3804533,-0.28531054,-0.809961,0.45702258,-1.3498757,0.06957529,0.44005683,-0.22304867,-0.0857144,0.4130376,0.1639172,0.76535684,-0.30579704,-0.98335665,-1.8165721,-0.479065
416,1.2051634,-1.2986144,-0.33835748,0.43374452,0.1162267,-0.48064512,-0.6646939,2.141453,0.4472784,-0.64610755,-0.47796273,-0.052671894,0.15998669,-1.4078398,0.113978036,0.44076872,1.0492204,-0.63291526,0.12891158,0.66289234,-0.42428637,1.2591809,-0.7835938,0.8118832,0.34896404,-0.5952934,0.575735,0.76176596,1.2104894,0.6727302,-0.69801533,-0.28400505,-0.15086181,-0.90943235,0.5271585,-0.9562708,-1.9192536,-0.28734317,-0.54889435,-0.047023885,-2.3246212,0.0018156115,-0.4068698,-0.18563987,-0.37299123,-0.3835066,0.5270227,0.024003332,0.31741196,0.23186937,2.0415518,0.4542546,1.4198189,-0.8417766,-0.3400534,-0.22133173,-0.1632117,-1.1172895,-0.39368254,1.2242048,-0.91055256,-0.23803268,1.3802295,0.30945536,1.6386467,-0.26293224,1.0936177,-0.008645059,-0.7802231,0.5776824,0.5198762,-1.544799,-0.8493962,-1.3802301,1.3219211,-0.109659955,0.19213328,1.8993633,-0.7710914,-0.24193066,-0.32262298,-0.51013577,-0.025906648,0.20381425,0.71828896,-0.9107474,-0.43407497,-2.8774703,-0.48374563,-1.2139703,2.1279032,0.49024132,-2.192663,-0.29023594,-0.8963607,0.3342723,-0.014478811,-1.532157,-0.003036514,0.16655989,0.025185034,1.0371805,2.1051986,0.8348133,-0.42418528,0.7026757,-1.2512764,-0.28757712,-0.50720596,-0.03305394,0.20782728,0.045962464,-0.5160631,0.18983398,1.2795458,-1.1561007,-0.52027607,1.416638,-0.34350678,-1.1688948,1.414381,-1.2827978,-0.8127026,0.67497534,0.46506923,-1.3572989,-2.1887517,-1.2331764
417,0.6747186,-1.3539913,-0.5854192,0.060626023,0.8630005,-1.8030385,-0.39057237,1.6972536,0.5323228,0.11781187,-1.5153636,-1.267771,-0.07506272,-0.2191704,0.39575282,1.6203588,0.2494474,0.36746955,-0.07802698,-0.31851646,-1.3322483,1.4442097,-1.1328583,0.22971666,-0.5300296,-0.027700491,-0.056994937,0.040926933,0.17587604,1.2043287,-0.1984787,0.18465298,0.45231807,-0.5824485,-0.32349488,-1.5487151,0.792387,1.588159,0.50914717,0.88491154,-0.58633894,0.40093282,-0.29810968,0.1893779,-1.3510779,-0.45673206,-0.7908892,0.3698471,0.9146212,-0.27903795,1.7005302,-0.045201693,-0.9357575,0.056083217,0.17515433,-1.2544488,1.2212152,0.19012749,-0.94782895,-0.13304076,-1.1229218,-0.6405408,-0.62704784,2.1287694,1.3112744,-0.29287636,0.36659643,0.39503875,-0.030204913,-0.6673527,-0.7327554,-0.5389731,-0.29790518,-0.8309277,0.56474483,-0.03455348,-1.404837,0.88993156,-1.0519887,-0.83443356,-1.0739012,-0.38948616,0.3254779,0.8629094,-1.8399937,-1.1272198,-0.35612336,-0.97850704,-2.8312328,0.21012412,2.172624,-0.450676,-1.1485573,-1.269974,-1.2901055,-1.1492933,0.8284479,-0.69486153,0.18166313,-0.61886585,-1.2027818,1.3914466,-1.3259376,0.008040184,0.059869833,-0.32034296,-1.799733,-1.8787425,-0.4905404,0.6241612,-0.25336012,-0.9059457,0.16840705,-0.1137452,0.44241092,-1.0156308,0.0006282795,-0.48974484,-0.21599695,-0.21847355,-0.06061706,-0.47747245,-1.1906985,0.07493937,-0.6860722,-1.6237504,-1.9959122,-0.39283392
418,2.192738,-1.1230016,-1.0183369,-1.1129047,0.86042815,-0.3304849,-0.47471675,1.2939855,1.0195881,0.16210781,-1.1889793,0.2530114,0.8340426,-0.4024222,0.62352836,0.17294015,1.7511921,0.05833353,1.0684758,-0.2686393,-0.5843401,0.98563254,-1.4989057,0.58505917,1.2297024,0.586701,-0.0022067688,0.85494924,-0.47808844,-0.93428755,0.69745696,1.260372,0.5337355,-1.0390114,-0.48374456,-0.26685372,-0.7256355,0.6494947,-0.14520395,0.9740664,-1.025759,1.463202,1.1964964,-0.86620355,-0.55311614,0.620263,-1.1343616,1.0060383,1.0455598,0.29372877,1.3314255,-0.016423542,-0.32968858,-0.6571058,1.4285823,-0.91639745,-1.0629922,-0.29325378,0.64227414,-1.132141,-1.0795534,-0.16122746,0.29509386,2.210007,1.8613144,-0.9835916,-0.43800265,-0.033741064,0.8323478,-1.2045816,-0.74311155,-0.49906197,-0.16632827,-1.2023617,-1.117991,-1.1329755,-0.9847158,-0.28667372,-0.44642532,-0.77619195,-0.33662707,-0.44271415,-0.33353162,0.75492644,-0.6400898,-1.6447295,0.13199463,-1.593745,-1.357611,0.5892813,1.8080734,0.75273234,-1.3305513,-0.59979296,-0.2694903,-0.14367095,0.8712208,-0.40484148,-0.3512486,0.69860214,0.23979564,1.2051272,0.43433684,-1.118145,-2.467294,0.4191395,-1.5075027,-1.1933097,-0.5721458,-1.2679045,-0.516914,0.037163407,0.15252048,0.28449568,2.2039416,0.19889808,-0.14118347,1.087971,1.8722767,-0.062426124,-0.5150482,-0.04534828,0.22277237,0.9800157,0.27846205,-1.8247594,-0.030125955,-0.8721036
